loss	cls_a	cls_b
0.0248813809	{'Vc-X---3-------', 'NNIS3-----A----', 'PQ--2----------', 'PSHP1-P1-------', 'PH-S4--2-------', 'AUIP2M---------', 'PWM-4----------', 'PH-S4--1-------', 'VB-S---3P-AA--1', 'ClXP2----------', 'PZXP2----------', 'PPZS4--3------2', 'ACNS------A----', 'NNIS3-----A---1', 'ACQW------A----', 'ClXP3----------', 'PDNS1----------', 'AAIP2----1A----', 'Vc-P---2-------', 'PLXP3----------', 'Ca--2----------', 'PP-P2--2-------', 'CrIP2----------', 'PPZS7--3-------', 'PSHP1-P2-------', 'RV--3---------1', 'Co-------------', 'ACYS------A----', 'PLNS4----------', 'Cv-------------', 'Cn-P2----------', 'PPXP3--3-------'}	{'AANS4----1A----', 'PLFP4----------', 'NNFP3-----A----', 'AUIS1M---------', 'PDFP4----------', 'AGNS4-----A----', 'AANS4----3A----', 'PSZS1FS3-------', 'PDYS1----------', 'AANS3----2A----', 'CrNS3----------'}
0.0255078736	{'AAMS7----1A----', 'AAMS2----1A----', 'AGMS2-----A----', 'AANS7----1A----', 'AANS7----1N----', 'PW--4----------', 'AAMP1----1A----', 'PSFSXFS3-------', 'AAMP1----2A----', 'P4FS2----------', 'VB-S---2P-AA---', 'PW--1----------', 'PSZS7-S1-------', 'AAMS2----1N----', 'VB-P---2P-AA---', 'VB-S---1P-NA--1', 'AGNS7-----A----', 'PLMP1----------', 'CrFS1----------', 'PDMP1----------', 'PSXP1FS3-------', 'PDFS4----------', 'AAMS7----3A----', 'AGFS1-----A----', 'P4ZS2----------', 'P8FS4---------1'}	{'AGIS6-----A----', 'AUIS6M---------', 'NNFP6-----A----'}
0.0262314243	{'NNIP4-----A----', 'AAIP7----3A----', 'AANP7----1A----', 'AUFP1M---------'}	{'PP-P7--1-------', 'NNIP7-----A----', 'P9ZS7----------', 'NNNP4-----A----', 'NNNP4-----A---2', 'P8XP7----------', 'PKM-4----------', 'PSXP7FS3-------', 'NNMXX-----A---8', 'NNIP3-----A----', 'P4FS7----------', 'NNIXX-----A----', 'PP-P4--2-------', 'P5XP7--3-------', 'P5XP3--3-------', 'NNNP1-----A---2', 'PZ--4----------', 'Vi-S---2--A----', 'NNNS3-----A----', 'NNFP4-----A----', 'PP-S4--1-------', 'PDZS7----------', 'P5FS3--3-------', 'NNIXX-----A---8', 'VB-S---2P-NA---'}
0.0269814419	{'PQ--7----------', 'AGNP2-----A----', 'NNMS6-----A---1', 'AGFP7-----A----', 'AAMS6----1A----', 'P8ZS7----------', 'J,-X---3-------', 'PLZS7----------', 'NNMP1-----A---1', 'PLFS1----------', 'NNNP2-----A----', 'RV--7----------', 'VsFS4--XX-AP---', 'ClFS4----------', 'Dg-------1A---1', 'AUMS1M---------', 'AAFS1----1A----', 'AAMS1----1N----', 'AAFS7----3A----', 'P5ZS2--3------1', 'AAFS4----2A----', 'Ca--7----------', 'ClFS1----------', 'AAMP1----3A----', 'PWFS4----------', 'J,-P---1-------', 'P5ZS2--3-------', 'PDFS7----------', 'CrNP2----------', 'AAFS1----1N----', 'NNNSX-----A----', 'NNFS7-----N----', 'NNMP7-----A----', 'Vc-S---1-------', 'VB-S---1P-AA---', 'PSZS7-P1-------', 'NNNS7-----A----', 'P8FS4----------', 'PJXP1----------', 'NNNP3-----A----', 'P9ZS2----------', 'NNMS6-----A----', 'PDFS1----------', 'AANP2----1A----', 'VB-P---3F-AA---', 'P9XP2----------', 'NNMS7-----A----', 'J^------------1', 'PW--6----------', 'AAMS1----1A----', 'AAMP1----1N----'}	{'AGMP1-----A----', 'PSMP1-P1-------', 'VpMP---XR-AA---'}
0.0286227751	{'AAFP6----1A----', 'PDXP6----------', 'AAIP6----1A----', 'AAIP6----3A----', 'CrFS6----------', 'AUFS6M---------', 'AGFP6-----A----', 'CrIP6----------', 'PLXP6----------', 'P8XP6----------'}	{'CrFS2----------', 'ClFS2----------', 'NNMP2-----A----'}
0.0283093963	{'AAFP6----1A----', 'PDXP6----------', 'AAIP6----1A----', 'AAIP6----3A----', 'CrFS2----------', 'CrFS6----------', 'AUFS6M---------', 'AGFP6-----A----', 'ClFS2----------', 'NNMP2-----A----', 'CrIP6----------', 'PLXP6----------', 'P8XP6----------'}	{'PP-P1--1-------', 'NNNXX-----A---8', 'NNFXX-----A---8', 'Vf--------N----', 'J^------------8', 'PPMP1--3-------', 'NNMP1-----A----', 'PZMP1----------'}
0.0288100490	{'NNIP1-----A----', 'AAFP1----2A----', 'AAFS1----2A----', 'ACTP------A----'}	{'PDXP6----------', 'AAIP6----3A----', 'CrFS6----------', 'NNNXX-----A---8', 'NNFXX-----A---8', 'AGFP6-----A----', 'Vf--------N----', 'NNMP2-----A----', 'CrIP6----------', 'J^------------8', 'PPMP1--3-------', 'P8XP6----------', 'NNMP1-----A----', 'PZMP1----------', 'AAFP6----1A----', 'AAIP6----1A----', 'CrFS2----------', 'PP-P1--1-------', 'AUFS6M---------', 'ClFS2----------', 'PLXP6----------'}
0.0303482989	{'RV--6----------', 'AAFS6----2A----', 'PSFS6-P1-------'}	{'NNFP3-----A----', 'PQ--2----------', 'AUIS1M---------', 'PH-S4--2-------', 'AUIP2M---------', 'PWM-4----------', 'PPZS4--3------2', 'ACNS------A----', 'PDYS1----------', 'ACQW------A----', 'ClXP3----------', 'PDNS1----------', 'AANS3----2A----', 'Vc-P---2-------', 'PLXP3----------', 'Ca--2----------', 'AANS4----1A----', 'PLFP4----------', 'PPZS7--3-------', 'AGNS4-----A----', 'PSHP1-P2-------', 'RV--3---------1', 'ACYS------A----', 'Cv-------------', 'CrNS3----------', 'PZXP2----------', 'Cn-P2----------', 'PPXP3--3-------', 'Vc-X---3-------', 'NNIS3-----A----', 'PSHP1-P1-------', 'PDFP4----------', 'AANS4----3A----', 'PH-S4--1-------', 'VB-S---3P-AA--1', 'ClXP2----------', 'NNIS3-----A---1', 'AAIP2----1A----', 'PP-P2--2-------', 'CrIP2----------', 'PSZS1FS3-------', 'PLNS4----------', 'Co-------------'}
0.0311853806	{'PQ--7----------', 'AGNP2-----A----', 'NNMS6-----A---1', 'AGFP7-----A----', 'AAMS6----1A----', 'P8ZS7----------', 'J,-X---3-------', 'PLZS7----------', 'NNMP1-----A---1', 'PLFS1----------', 'NNNP2-----A----', 'PSMP1-P1-------', 'RV--7----------', 'VsFS4--XX-AP---', 'ClFS4----------', 'Dg-------1A---1', 'AUMS1M---------', 'AAFS1----1A----', 'AAMS1----1N----', 'AAFS7----3A----', 'P5ZS2--3------1', 'AAFS4----2A----', 'Ca--7----------', 'VpMP---XR-AA---', 'ClFS1----------', 'AAMP1----3A----', 'PWFS4----------', 'J,-P---1-------', 'P5ZS2--3-------', 'PDFS7----------', 'CrNP2----------', 'AAFS1----1N----', 'NNNSX-----A----', 'NNFS7-----N----', 'NNMP7-----A----', 'Vc-S---1-------', 'VB-S---1P-AA---', 'PSZS7-P1-------', 'NNNS7-----A----', 'P8FS4----------', 'PJXP1----------', 'NNNP3-----A----', 'P9ZS2----------', 'NNMS6-----A----', 'PDFS1----------', 'AANP2----1A----', 'VB-P---3F-AA---', 'P9XP2----------', 'NNMS7-----A----', 'AGMP1-----A----', 'J^------------1', 'PW--6----------', 'AAMS1----1A----', 'AAMP1----1N----'}	{'VB-P---3P-AA---', 'AAIP1----3A----', 'PDIP1----------'}
0.0321103311	{'AAMS7----1A----', 'AAMS2----1A----', 'AGMS2-----A----', 'AANS7----1A----', 'AANS7----1N----', 'AUIS6M---------', 'PW--4----------', 'AAMP1----1A----', 'PSFSXFS3-------', 'AAMP1----2A----', 'P4FS2----------', 'VB-S---2P-AA---', 'PW--1----------', 'PSZS7-S1-------', 'AAMS2----1N----', 'VB-P---2P-AA---', 'NNFP6-----A----', 'VB-S---1P-NA--1', 'AGNS7-----A----', 'PLMP1----------', 'CrFS1----------', 'AGIS6-----A----', 'PDMP1----------', 'PSXP1FS3-------', 'PDFS4----------', 'AAMS7----3A----', 'AGFS1-----A----', 'P4ZS2----------', 'P8FS4---------1'}	{'AUNS6M---------', 'AANS2----1N----', 'NNMP3-----A----', 'AANS2----2A----', 'AANS6----1A----', 'AGNS2-----A----', 'ClZS6----------'}
0.0347146694	{'PP-S7--1-------', 'AAMP7----1A----', 'AAFP7----1A----', 'PLXP7----------', 'VB-P---3P-AA--1', 'VB-P---3P-NA---', 'AAFP7----1N----', 'P4XP7----------', 'VB-P---3F-NA---', 'VB-P---3P-NA--1', 'AAFS7----1N----', 'AAFP7----2A----', 'AUFS7M---------', 'VB-S---1F-AA---', 'PP-S1--1-------', 'AAFS7----1A----', 'VB-P---1F-AA---', 'VeYS------A----'}	{'PZM-7----------', 'P6-X7----------', 'NNIS7-----A----', 'VpYS---XR-NA--1', 'NNMS3-----A----', 'AAIS1----1A---6', 'P5ZS7--3-------', 'NNIS2-----A---1'}
0.0363693895	{'P1ZS1FS3-------', 'PWYP4----------', 'VpNS---XR-NA---', 'VpMP---XR-AA--1', 'PWFP1----------', 'PSHS1-P1-------', 'AAIP1----1N----', 'AAFP1----1A----', 'P1XXXXP3-------', 'NNNP1-----A----', 'ClHP1----------', 'PDNP1----------', 'AAFP1----1N----', 'VpMP---XR-NA---', 'PWNS1----------', 'P4FP1----------', 'PZIP1----------', 'CyFP1----------', 'ACMP------A----', 'PZNS1----------', 'VB-P---2F-AA---', 'VB-S---1F-NA---', 'P4FS4----------', 'P4IP1----------', 'PSXXXXP3-------', 'PDIS4----------', 'P4MS4----------', 'AANP1----1A----', 'PDZS6----------', 'PSHS1-S1-------', 'PDIP4----------', 'PQ--4----------', 'PE--4----------', 'CrIP1----------', 'PDFP1----------', 'ClXP1----------', 'PQ--6----------', 'AAIP1----1A----', 'NNISX-----A----', 'P5FS6--3-------', 'CrNP1----------', 'AGIP1-----A----'}	{'AANS6----3A----', 'NNFS7-----A----', 'CrNS6----------'}
0.0383211056	{'PQ--7----------', 'AGNP2-----A----', 'NNMS6-----A---1', 'AGFP7-----A----', 'AAMS6----1A----', 'P8ZS7----------', 'J,-X---3-------', 'PLZS7----------', 'NNMP1-----A---1', 'PLFS1----------', 'PDIP1----------', 'AAIP1----3A----', 'NNNP2-----A----', 'VB-P---3P-AA---', 'PSMP1-P1-------', 'RV--7----------', 'VsFS4--XX-AP---', 'ClFS4----------', 'Dg-------1A---1', 'AUMS1M---------', 'AAFS1----1A----', 'AAMS1----1N----', 'AAFS7----3A----', 'P5ZS2--3------1', 'AAFS4----2A----', 'Ca--7----------', 'VpMP---XR-AA---', 'ClFS1----------', 'AAMP1----3A----', 'PWFS4----------', 'J,-P---1-------', 'P5ZS2--3-------', 'PDFS7----------', 'CrNP2----------', 'AAFS1----1N----', 'NNNSX-----A----', 'NNFS7-----N----', 'NNMP7-----A----', 'Vc-S---1-------', 'VB-S---1P-AA---', 'PSZS7-P1-------', 'NNNS7-----A----', 'P8FS4----------', 'PJXP1----------', 'NNNP3-----A----', 'P9ZS2----------', 'NNMS6-----A----', 'PDFS1----------', 'AANP2----1A----', 'VB-P---3F-AA---', 'P9XP2----------', 'NNMS7-----A----', 'AGMP1-----A----', 'J^------------1', 'PW--6----------', 'AAMS1----1A----', 'AAMP1----1N----'}	{'PZZS7----------', 'PLNS4---------1', 'NNNS4-----A----', 'Dg-------2A----', 'AAMS4----2A----', 'ClMS4----------', 'P6-X4----------', 'P5ZS4--3-------'}
0.0392773047	{'Dg-------1N----', 'Dg-------3A----', 'PH-S3--1-------', 'PHZS3--3-------', 'NNNP6-----A----', 'PKM-3----------', 'Ca--6----------', 'PLNS1----------', 'AGNP6-----A----', 'Dg-------1A----'}	{'PJZS7----------', 'P4YS1----------', 'J,-S---1-------', 'P4IS4----------', 'P4FP4----------', 'P4MP1----------', 'J,-------------', 'PE--7----------', 'P4FS1----------', 'PE--1----------', 'P4NS4----------', 'P4XP3----------', 'P4NP1----------', 'PJNS1----------', 'PJYS1----------', 'P4ZS3----------', 'P4NS1----------', 'P4YP4----------'}
0.0421286273	{'P1ZS1FS3-------', 'PWYP4----------', 'VpNS---XR-NA---', 'VpMP---XR-AA--1', 'PWFP1----------', 'PSHS1-P1-------', 'AAIP1----1N----', 'AAFP1----1A----', 'P1XXXXP3-------', 'NNNP1-----A----', 'ClHP1----------', 'PDNP1----------', 'AAFP1----1N----', 'VpMP---XR-NA---', 'PWNS1----------', 'P4FP1----------', 'PZIP1----------', 'CyFP1----------', 'ACMP------A----', 'PZNS1----------', 'VB-P---2F-AA---', 'NNFS7-----A----', 'VB-S---1F-NA---', 'P4FS4----------', 'P4IP1----------', 'PSXXXXP3-------', 'PDIS4----------', 'P4MS4----------', 'AANP1----1A----', 'PDZS6----------', 'PSHS1-S1-------', 'AANS6----3A----', 'PDIP4----------', 'PQ--4----------', 'PE--4----------', 'CrIP1----------', 'PDFP1----------', 'ClXP1----------', 'PQ--6----------', 'AAIP1----1A----', 'NNISX-----A----', 'P5FS6--3-------', 'CrNP1----------', 'AGIP1-----A----', 'CrNS6----------'}	{'Vi-P---2--A----', 'PSZS7FS3-------', 'NNNS1-----A----', 'CrMS7----------', 'AGIS1-----A----', 'VpYS---XR-AA--1', 'Vi-P---1--A----'}
0.0423228927	{'PQ--7----------', 'AGNP2-----A----', 'NNMS6-----A---1', 'AGFP7-----A----', 'AAMS6----1A----', 'P8ZS7----------', 'J,-X---3-------', 'PLZS7----------', 'NNMP1-----A---1', 'PLFS1----------', 'PDIP1----------', 'AAIP1----3A----', 'NNNP2-----A----', 'VB-P---3P-AA---', 'PLNS4---------1', 'PSMP1-P1-------', 'RV--7----------', 'VsFS4--XX-AP---', 'ClFS4----------', 'Dg-------1A---1', 'AUMS1M---------', 'AAFS1----1A----', 'AAMS1----1N----', 'AAFS7----3A----', 'P5ZS2--3------1', 'ClMS4----------', 'AAFS4----2A----', 'Ca--7----------', 'VpMP---XR-AA---', 'P6-X4----------', 'P5ZS4--3-------', 'ClFS1----------', 'AAMP1----3A----', 'PWFS4----------', 'J,-P---1-------', 'P5ZS2--3-------', 'PDFS7----------', 'CrNP2----------', 'AAFS1----1N----', 'NNNSX-----A----', 'NNFS7-----N----', 'NNMP7-----A----', 'Vc-S---1-------', 'NNNS4-----A----', 'VB-S---1P-AA---', 'AAMS4----2A----', 'PSZS7-P1-------', 'NNNS7-----A----', 'P8FS4----------', 'PJXP1----------', 'NNNP3-----A----', 'P9ZS2----------', 'NNMS6-----A----', 'PZZS7----------', 'PDFS1----------', 'AANP2----1A----', 'VB-P---3F-AA---', 'P9XP2----------', 'NNMS7-----A----', 'AGMP1-----A----', 'J^------------1', 'PW--6----------', 'AAMS1----1A----', 'Dg-------2A----', 'AAMP1----1N----'}	{'VpNS---XR-AA--1', 'AANS1----1N----', 'PLNS1---------1', 'VsNS---XX-AP---', 'AGNS1-----A----', 'AANS1----3A----', 'AAIS7----1N----', 'PDXP7----------', 'AANS1----1A----', 'AANS1----2A----', 'NNFP7-----A----'}
0.0443990759	{'CrNS2----------', 'AAIP2----3A----', 'PDXP2----------', 'AANS2----1A----', 'AAIP2----2A----', 'AUNS2M---------'}	{'AAMS7----1A----', 'AAMS2----1A----', 'AGMS2-----A----', 'AANS7----1A----', 'AANS7----1N----', 'AANS2----1N----', 'AUIS6M---------', 'PW--4----------', 'AAMP1----1A----', 'PSFSXFS3-------', 'AANS2----2A----', 'AAMP1----2A----', 'P4FS2----------', 'VB-S---2P-AA---', 'PW--1----------', 'PSZS7-S1-------', 'AAMS2----1N----', 'AUNS6M---------', 'VB-P---2P-AA---', 'NNFP6-----A----', 'VB-S---1P-NA--1', 'AGNS7-----A----', 'AGNS2-----A----', 'PLMP1----------', 'CrFS1----------', 'AGIS6-----A----', 'PDMP1----------', 'NNMP3-----A----', 'AANS6----1A----', 'ClZS6----------', 'PSXP1FS3-------', 'PDFS4----------', 'AAMS7----3A----', 'AGFS1-----A----', 'P4ZS2----------', 'P8FS4---------1'}
0.0457428926	{'PWFP4----------', 'P8FP4---------1', 'AAFP4----3A----', 'PZNS4----------', 'ClXP7----------', 'Cn-P7----------', 'AGIS4-----A----', 'AAIP4----3A----', 'PLYP4----------', 'AGIP4-----A----', 'AAIP4----1A----', 'P8YP4---------1', 'AAIP7----1A----', 'ClHP4----------', 'AANP4----1A----', 'AGFP4-----A----', 'AAMP4----1A----', 'AAFP4----1N----', 'PZFP4----------', 'ClYP4----------', 'AAIP7----1N----', 'P8NP4---------1', 'AAFP4----1A----', 'PSXP4-P1-------', 'ClXP4----------', 'PZXP7----------'}	{'PZM-1----------', 'PLZS3----------', 'CyFS1----------', 'NNFP1-----A----'}
0.0474662137	{'PWFP4----------', 'P8FP4---------1', 'AAFP4----3A----', 'PZNS4----------', 'CyFS1----------', 'ClXP7----------', 'Cn-P7----------', 'AGIS4-----A----', 'AAIP4----3A----', 'PLYP4----------', 'AGIP4-----A----', 'AAIP4----1A----', 'P8YP4---------1', 'AAIP7----1A----', 'ClHP4----------', 'AANP4----1A----', 'AGFP4-----A----', 'AAMP4----1A----', 'PZM-1----------', 'NNFP1-----A----', 'AAFP4----1N----', 'PZFP4----------', 'ClYP4----------', 'AAIP7----1N----', 'PLZS3----------', 'P8NP4---------1', 'AAFP4----1A----', 'PSXP4-P1-------', 'ClXP4----------', 'PZXP7----------'}	{'PZM-7----------', 'PP-S7--1-------', 'P6-X7----------', 'AAMP7----1A----', 'AAFP7----1A----', 'PLXP7----------', 'VB-P---3P-AA--1', 'VB-P---3P-NA---', 'NNIS7-----A----', 'VpYS---XR-NA--1', 'P5ZS7--3-------', 'AAFP7----1N----', 'NNIS2-----A---1', 'P4XP7----------', 'VB-P---3F-NA---', 'VB-P---3P-NA--1', 'AAFS7----1N----', 'AAFP7----2A----', 'NNMS3-----A----', 'AUFS7M---------', 'VB-S---1F-AA---', 'PP-S1--1-------', 'AAIS1----1A---6', 'AAFS7----1A----', 'VB-P---1F-AA---', 'VeYS------A----'}
0.0538609203	{'PDXP6----------', 'AAIP6----3A----', 'CrFS6----------', 'NNNXX-----A---8', 'NNFXX-----A---8', 'AGFP6-----A----', 'Vf--------N----', 'NNMP2-----A----', 'CrIP6----------', 'J^------------8', 'PPMP1--3-------', 'P8XP6----------', 'NNMP1-----A----', 'NNIP1-----A----', 'PZMP1----------', 'AAFP6----1A----', 'AAIP6----1A----', 'AAFS1----2A----', 'CrFS2----------', 'PP-P1--1-------', 'AUFS6M---------', 'ClFS2----------', 'ACTP------A----', 'AAFP1----2A----', 'PLXP6----------'}	{'VpYS---XR-AA---', 'VB-P---1P-NA---', 'VB-S---1P-AA--1'}
0.0540940370	{'NNIP2-----A----', 'PSXP2-P1-------', 'AAFP2----3A----'}	{'PLNS1---------1', 'NNMS6-----A---1', 'P8ZS7----------', 'J,-X---3-------', 'PLZS7----------', 'PDIP1----------', 'AAIP1----3A----', 'NNNP2-----A----', 'VB-P---3P-AA---', 'PLNS4---------1', 'PSMP1-P1-------', 'VsFS4--XX-AP---', 'ClFS4----------', 'AUMS1M---------', 'ClMS4----------', 'AAMP1----3A----', 'PWFS4----------', 'VsNS---XX-AP---', 'J,-P---1-------', 'AAFS1----1N----', 'NNMP7-----A----', 'P8FS4----------', 'PJXP1----------', 'NNNP3-----A----', 'NNMS6-----A----', 'PDFS1----------', 'AANP2----1A----', 'P9XP2----------', 'NNMS7-----A----', 'AGMP1-----A----', 'J^------------1', 'PW--6----------', 'AANS1----1A----', 'PQ--7----------', 'AGNP2-----A----', 'AGFP7-----A----', 'AAMS6----1A----', 'PDXP7----------', 'NNMP1-----A---1', 'PLFS1----------', 'RV--7----------', 'AAMS1----1N----', 'Dg-------1A---1', 'AAFS7----3A----', 'AAFS1----1A----', 'P5ZS2--3------1', 'AAFS4----2A----', 'Ca--7----------', 'VpMP---XR-AA---', 'P6-X4----------', 'P5ZS4--3-------', 'AANS1----2A----', 'ClFS1----------', 'NNFP7-----A----', 'VpNS---XR-AA--1', 'P5ZS2--3-------', 'PDFS7----------', 'AGNS1-----A----', 'CrNP2----------', 'NNNSX-----A----', 'NNFS7-----N----', 'Vc-S---1-------', 'NNNS4-----A----', 'VB-S---1P-AA---', 'AAMS4----2A----', 'PSZS7-P1-------', 'NNNS7-----A----', 'P9ZS2----------', 'PZZS7----------', 'AANS1----1N----', 'VB-P---3F-AA---', 'AANS1----3A----', 'AAIS7----1N----', 'Dg-------2A----', 'AAMS1----1A----', 'AAMP1----1N----'}
0.0560905732	{'PSXP2FS3-------', 'P8XP2----------', 'AANS3----1A----', 'PZ--3----------', 'AUFP2M---------', 'PLFP1----------', 'AAMP3----1A----', 'AAFP2----1A----', 'AAFP2----2A----', 'ClZS3----------', 'PLXP2----------', 'NNMP2-----A---1', 'Cn-P3----------', 'AAFP1----3A----', 'VpTP---XR-AA---'}	{'PPZS3--3-------', 'PZZS2----------', 'PZIS4----------', 'PDZS2----------', 'P8IS4----------', 'CrFP4----------', 'AAIS4----1A----', 'AAIS3----1A----', 'PLNP4----------', 'P8ZS2----------', 'PSIS4-P1-------', 'P6-X3----------', 'CyFS4----------', 'AAMS4----1A----', 'NNMS3-----A---1', 'PDXP3----------', 'CrIS4----------', 'NNMS4-----A----', 'P8MS4----------', 'P8ZS3----------', 'AAFS3----1A----', 'PSZS2-P1-------', 'NNNS4-----N----', 'AAMS3----1A----', 'PDMS4----------', 'PSZS2-S1-------', 'AANP3----1A----'}
0.0580571133	{'P1ZS1FS3-------', 'PWYP4----------', 'VpNS---XR-NA---', 'VpMP---XR-AA--1', 'PWFP1----------', 'PSHS1-P1-------', 'AAIP1----1N----', 'NNNS1-----A----', 'AAFP1----1A----', 'P1XXXXP3-------', 'NNNP1-----A----', 'Vi-P---2--A----', 'ClHP1----------', 'PSZS7FS3-------', 'PDNP1----------', 'AAFP1----1N----', 'VpMP---XR-NA---', 'PWNS1----------', 'P4FP1----------', 'PZIP1----------', 'CyFP1----------', 'ACMP------A----', 'PZNS1----------', 'VB-P---2F-AA---', 'NNFS7-----A----', 'VB-S---1F-NA---', 'P4FS4----------', 'P4IP1----------', 'PSXXXXP3-------', 'Vi-P---1--A----', 'CrMS7----------', 'PDIS4----------', 'P4MS4----------', 'AANP1----1A----', 'VpYS---XR-AA--1', 'PDZS6----------', 'PSHS1-S1-------', 'AANS6----3A----', 'PDIP4----------', 'PQ--4----------', 'PE--4----------', 'CrIP1----------', 'PDFP1----------', 'ClXP1----------', 'PQ--6----------', 'AAIP1----1A----', 'NNISX-----A----', 'P5FS6--3-------', 'CrNP1----------', 'AGIS1-----A----', 'AGIP1-----A----', 'CrNS6----------'}	{'PWIP1----------', 'Vc-P---1-------', 'PLIP1----------', 'RR--3----------'}
0.0610370570	{'P1ZS1FS3-------', 'PWYP4----------', 'VpNS---XR-NA---', 'VpMP---XR-AA--1', 'PWFP1----------', 'PSHS1-P1-------', 'AAIP1----1N----', 'NNNS1-----A----', 'AAFP1----1A----', 'Vc-P---1-------', 'P1XXXXP3-------', 'NNNP1-----A----', 'Vi-P---2--A----', 'ClHP1----------', 'PSZS7FS3-------', 'PDNP1----------', 'AAFP1----1N----', 'VpMP---XR-NA---', 'PWNS1----------', 'P4FP1----------', 'PZIP1----------', 'RR--3----------', 'CyFP1----------', 'ACMP------A----', 'PZNS1----------', 'VB-P---2F-AA---', 'NNFS7-----A----', 'VB-S---1F-NA---', 'P4FS4----------', 'P4IP1----------', 'PSXXXXP3-------', 'PWIP1----------', 'Vi-P---1--A----', 'CrMS7----------', 'PDIS4----------', 'P4MS4----------', 'AANP1----1A----', 'VpYS---XR-AA--1', 'PDZS6----------', 'PSHS1-S1-------', 'AANS6----3A----', 'PDIP4----------', 'PQ--4----------', 'PE--4----------', 'PLIP1----------', 'CrIP1----------', 'PDFP1----------', 'ClXP1----------', 'PQ--6----------', 'AAIP1----1A----', 'NNISX-----A----', 'P5FS6--3-------', 'CrNP1----------', 'AGIS1-----A----', 'AGIP1-----A----', 'CrNS6----------'}	{'X@-------------', 'PP-P1--2-------', 'II-------------'}
0.0622927062	{'PZM-7----------', 'P8FP4---------1', 'AAFP4----3A----', 'AAMP7----1A----', 'AAFP7----1A----', 'CyFS1----------', 'PLXP7----------', 'VB-P---3P-AA--1', 'ClXP7----------', 'VpYS---XR-NA--1', 'AAIP4----3A----', 'PLYP4----------', 'AGIP4-----A----', 'ClHP4----------', 'AANP4----1A----', 'AGFP4-----A----', 'NNIS2-----A---1', 'AAMP4----1A----', 'P4XP7----------', 'VB-P---3P-NA--1', 'AAFP7----2A----', 'ClYP4----------', 'PP-S1--1-------', 'AAIS1----1A---6', 'PSXP4-P1-------', 'ClXP4----------', 'PZXP7----------', 'VeYS------A----', 'PWFP4----------', 'PP-S7--1-------', 'P6-X7----------', 'VB-P---3P-NA---', 'NNIS7-----A----', 'PZNS4----------', 'AGIS4-----A----', 'Cn-P7----------', 'AAIP4----1A----', 'P8YP4---------1', 'AAIP7----1A----', 'P5ZS7--3-------', 'AAFP7----1N----', 'PZM-1----------', 'VB-P---3F-NA---', 'AAFS7----1N----', 'NNFP1-----A----', 'AAFP4----1N----', 'PZFP4----------', 'AAIP7----1N----', 'PLZS3----------', 'NNMS3-----A----', 'AUFS7M---------', 'P8NP4---------1', 'AAFP4----1A----', 'VB-S---1F-AA---', 'AAFS7----1A----', 'VB-P---1F-AA---'}	{'NNFP2-----A----', 'VsMP---XX-AP---', 'NNFS7-----A---1', 'Dg-------3A---1', 'NNFP2-----A---1', 'ClNS1----------'}
0.0647709264	{'NNIS4-----A----', 'PZYP4----------', 'AAIP4----1N----'}	{'PSFS2-P1-------', 'NNMS2-----A----', 'AGFS2-----A----'}
0.0651390688	{'PDXP6----------', 'AAIP6----3A----', 'CrFS6----------', 'NNNXX-----A---8', 'NNFXX-----A---8', 'AGFP6-----A----', 'Vf--------N----', 'NNMP2-----A----', 'CrIP6----------', 'J^------------8', 'PPMP1--3-------', 'P8XP6----------', 'NNMP1-----A----', 'NNIP1-----A----', 'PZMP1----------', 'AAFP6----1A----', 'VB-P---1P-NA---', 'AAIP6----1A----', 'AAFS1----2A----', 'CrFS2----------', 'PP-P1--1-------', 'AUFS6M---------', 'VpYS---XR-AA---', 'ClFS2----------', 'VB-S---1P-AA--1', 'ACTP------A----', 'AAFP1----2A----', 'PLXP6----------'}	{'NNNS2-----A----', 'PLZS2----------', 'PSZS2FS3-------', 'AAMP2----3A----', 'AAMP2----2A----', 'ClXS2----------'}
0.0678100588	{'AAMS7----1A----', 'AANS7----1A----', 'AANS2----1A----', 'AUIS6M---------', 'PSFSXFS3-------', 'AAMP1----1A----', 'AANS2----2A----', 'AAMP1----2A----', 'VB-S---2P-AA---', 'AUNS6M---------', 'AAMS2----1N----', 'AGNS2-----A----', 'AAIP2----2A----', 'PLMP1----------', 'CrFS1----------', 'AGIS6-----A----', 'NNMP3-----A----', 'AANS6----1A----', 'PSXP1FS3-------', 'PDFS4----------', 'AGFS1-----A----', 'AAMS2----1A----', 'AGMS2-----A----', 'AANS7----1N----', 'AANS2----1N----', 'PW--4----------', 'AUNS2M---------', 'P4FS2----------', 'PW--1----------', 'PSZS7-S1-------', 'VB-P---2P-AA---', 'NNFP6-----A----', 'VB-S---1P-NA--1', 'AGNS7-----A----', 'PDMP1----------', 'ClZS6----------', 'AAMS7----3A----', 'AAIP2----3A----', 'P4ZS2----------', 'P8FS4---------1', 'PDXP2----------', 'CrNS2----------'}	{'NNNS1-----N----', 'P7-X4----------', 'CrFP1----------', 'PPXP4--3-------'}
